name,description,category,status,failure_reason,year,source
AddIn Social,Email Marketing|Internet Marketing|Sales and Marketing|Social Media|Social Media Marketing|Software,Email Marketing|Internet Marketing|Sales and Marketing|Social Media|Social Media Marketing|Software,failed,,2010-12-01,crunchbase
ARPU,Advertising,Advertising,failed,,2005-05-01,crunchbase
Arriva Pharmaceuticals,Bio-Pharm|Pharmaceuticals|Technology,Bio-Pharm|Pharmaceuticals|Technology,failed,,1997-01-01,crunchbase
artaculous,Games|Music|Photography|Presentations|Social Network Media,Games|Music|Photography|Presentations|Social Network Media,failed,,2007-08-01,crunchbase
artandseek,Art|Artists Globally|Auctions|Finance|Photography,Art|Artists Globally|Auctions|Finance|Photography,failed,,2007-06-27,crunchbase
ArtistForce,Games|Music,Games|Music,failed,,2006-08-01,crunchbase
ArtOfBrands SA,Art|E-Commerce,Art|E-Commerce,failed,,2008-09-22,crunchbase
ARTSTAQ,Art|SaaS|Services,Art|SaaS|Services,failed,,2015-01-01,crunchbase
ARYx Therapeutics,Biotechnology,Biotechnology,failed,,,crunchbase
Ascenergy,Oil and Gas,Oil and Gas,failed,,2012-01-01,crunchbase
Asesori­as Digitales (Digital Advisors),Design|Software|Technology|Web CMS|Web Development,Design|Software|Technology|Web CMS|Web Development,failed,,2007-05-01,crunchbase
Ashin,Application Platforms|Bitcoin|Online Identity,Application Platforms|Bitcoin|Online Identity,failed,,,crunchbase
Ashmanov & Partners,Advertising|Business Services,Advertising|Business Services,failed,,2001-01-01,crunchbase
Asia Bioenergy Technologies Berhad,Curated Web,Curated Web,failed,,,crunchbase
Asia Pacific Marine Container Lines,Logistics Company|Shipping|Shipping Broker Industry,Logistics Company|Shipping|Shipping Broker Industry,failed,,1870-01-05,crunchbase
ASIC Engineering Corporation,Engineering Firms|Services,Engineering Firms|Services,failed,,,crunchbase
Ask Ziggy,Android|Artificial Intelligence|iOS|Mobile|Natural Language Processing|Neuroscience|Search|Virtual Workforces|Windows Phone 7,Android|Artificial Intelligence|iOS|Mobile|Natural Language Processing|Neuroscience|Search|Virtual Workforces|Windows Phone 7,failed,,,crunchbase
AskMyGift,Apps|Gift Card|Mobile|Services,Apps|Gift Card|Mobile|Services,failed,,2015-06-15,crunchbase
ASM Organic Recyclates,Collaboration|Recycling|Waste Management,Collaboration|Recycling|Waste Management,failed,,2013-06-01,crunchbase
Asoyia,Consumer Goods|Fitness|Specialty Foods,Consumer Goods|Fitness|Specialty Foods,failed,,,crunchbase
"astamuse company, ltd.",Consulting|Databases|Human Resources|Intellectual Property,Consulting|Databases|Human Resources|Intellectual Property,failed,,2005-09-02,crunchbase
Asteel,Hardware + Software,Hardware + Software,failed,,1999-01-01,crunchbase
Astro Ape,Games|Mobile Games,Games|Mobile Games,failed,,2009-01-01,crunchbase
Atairgin Technologies,Health Care,Health Care,failed,,,crunchbase
AtBizz,Content|E-Commerce|Internet|Social Media,Content|E-Commerce|Internet|Social Media,failed,,2007-03-01,crunchbase
Atesto Technologies,Services|Testing|Web Tools,Services|Testing|Web Tools,failed,,2000-01-01,crunchbase
Athigo,Enterprises|Mobile|Security|Software|Tablets,Enterprises|Mobile|Security|Software|Tablets,failed,,2011-01-01,crunchbase
atHomestars,Advertising|Internet Marketing|Marketplaces|Social Commerce,Advertising|Internet Marketing|Marketplaces|Social Commerce,failed,,2011-09-01,crunchbase
AtlanteTrek,Artificial Intelligence|Reputation|Social Media|Software,Artificial Intelligence|Reputation|Social Media|Software,failed,,2009-12-01,crunchbase
Atlantic Tele-Network,Web Hosting,Web Hosting,failed,,1987-01-01,crunchbase
Atlas Guides,Finance|Financial Services|Service Providers,Finance|Financial Services|Service Providers,failed,,2008-01-01,crunchbase
Atrica,Web Hosting,Web Hosting,failed,,2000-01-01,crunchbase
Attune Systems,Hardware + Software,Hardware + Software,failed,,1999-01-01,crunchbase
Atzip,Curated Web,Curated Web,failed,,,crunchbase
AudioName,Social Media|Startups,Social Media|Startups,failed,,2011-04-01,crunchbase
Audium Semiconductor,Audio|Semiconductors,Audio|Semiconductors,failed,,,crunchbase
AuditionBooth,Film|Internet|Music,Film|Internet|Music,failed,,2009-01-01,crunchbase
Augmentastic,Apps|Mobile Advertising|Mobile Commerce,Apps|Mobile Advertising|Mobile Commerce,failed,,2015-04-02,crunchbase
Augmentation Industries,Automotive|Communications Hardware|Mobile|Mobility,Automotive|Communications Hardware|Mobile|Mobility,failed,,2011-09-01,crunchbase
AugmentWare,Automotive|Business Development|Data Visualization|Mobile|RFID|Software|Systems|Tracking,Automotive|Business Development|Data Visualization|Mobile|RFID|Software|Systems|Tracking,failed,,2007-11-08,crunchbase
Aura Communications,Manufacturing|Semiconductors|Technology,Manufacturing|Semiconductors|Technology,failed,,,crunchbase
Aurality,Media|Mobile|Music|News,Media|Mobile|Music|News,failed,,2011-04-01,crunchbase
Aureon Laboratories,Biotechnology,Biotechnology,failed,,,crunchbase
Aurinia Pharmaceuticals,Biotechnology,Biotechnology,failed,,,crunchbase
Authenticlick,Analytics|Optimization,Analytics|Optimization,failed,,2005-08-05,crunchbase
Authentium,SaaS|Security,SaaS|Security,failed,,1999-01-01,crunchbase
Automatic Agency,Advertising|Development Platforms|E-Commerce|Portals|Sales and Marketing|Software|Technology|Web Development,Advertising|Development Platforms|E-Commerce|Portals|Sales and Marketing|Software|Technology|Web Development,failed,,2008-06-09,crunchbase
Autonomic Networks,Network Security|Security,Network Security|Security,failed,,2001-01-01,crunchbase
Autopilot,Automotive|Limousines|Public Transportation|Real Time|SEO,Automotive|Limousines|Public Transportation|Real Time|SEO,failed,,2012-06-01,crunchbase
Autoportal.com,Automotive|E-Commerce,Automotive|E-Commerce,failed,,2013-11-18,crunchbase
AutoRef.com,Auto|Automotive|Cars|Curated Web,Auto|Automotive|Cars|Curated Web,failed,,2010-12-28,crunchbase
AutoVirt,Flash Storage|Software,Flash Storage|Software,failed,,2007-01-01,crunchbase
Auvitek International,Semiconductors,Semiconductors,failed,,2004-03-01,crunchbase
AV Homes,Property Management|Real Estate|Real Estate Investors,Property Management|Real Estate|Real Estate Investors,failed,,,crunchbase
Avalon Global Solutions,Telecommunications,Telecommunications,failed,,,crunchbase
Avantra Biosciences,Biotechnology|Health Diagnostics,Biotechnology|Health Diagnostics,failed,,2010-01-01,crunchbase
Avanzit,Consulting|Infrastructure|Software,Consulting|Infrastructure|Software,failed,,,crunchbase
AVChem,Chemicals|Services|Specialty Chemicals,Chemicals|Services|Specialty Chemicals,failed,,,crunchbase
Avega Systems,Hardware + Software,Hardware + Software,failed,,2005-01-01,crunchbase
Avensus,Information Technology,Information Technology,failed,,2000-01-01,crunchbase
Aventa Technologies,Manufacturing,Manufacturing,failed,,2012-01-01,crunchbase
Aveso,Hardware + Software,Hardware + Software,failed,,,crunchbase
Avieon,Mobile|Security|Semiconductors|Television|Video|Video Conferencing|Wireless,Mobile|Security|Semiconductors|Television|Video|Video Conferencing|Wireless,failed,,2005-03-15,crunchbase
Aviga Systems,Enterprise Software,Enterprise Software,failed,,2008-06-01,crunchbase
Aviir,Biotechnology,Biotechnology,failed,,2005-01-01,crunchbase
AVM Biotechnology,Biotechnology,Biotechnology,failed,,2008-01-01,crunchbase
Avokia,Enterprise Software,Enterprise Software,failed,,2000-01-01,crunchbase
Avtozaper,Auto|Search,Auto|Search,failed,,2012-06-25,crunchbase
Avva Health,Health Care,Health Care,failed,,2011-06-01,crunchbase
AwesomeHighlighter,Curated Web|Information Technology|Social Media,Curated Web|Information Technology|Social Media,failed,,,crunchbase
Awestruck Dental,Dental|Health Care|Healthcare Services,Dental|Health Care|Healthcare Services,failed,,,crunchbase
Axial Biotech,Biotechnology,Biotechnology,failed,,2002-01-01,crunchbase
Axiom Exergy,Engineering Firms|Industrial|Mechanical Solutions,Engineering Firms|Industrial|Mechanical Solutions,failed,,2014-01-01,crunchbase
Axis Semiconductor,Semiconductors,Semiconductors,failed,,2007-01-01,crunchbase
AXSionics,Fraud Detection|IT and Cybersecurity|Network Security,Fraud Detection|IT and Cybersecurity|Network Security,failed,,,crunchbase
Ayalogic,Audio|Chat|Games|VoIP,Audio|Chat|Games|VoIP,failed,,,crunchbase
Azameo,Advertising|Databases|Sales and Marketing,Advertising|Databases|Sales and Marketing,failed,,2014-03-01,crunchbase
Azelon Pharmaceuticals,Biotechnology,Biotechnology,failed,,2000-01-01,crunchbase
Azingo,Internet|Mobile|Wireless,Internet|Mobile|Wireless,failed,,2005-01-01,crunchbase
Bababoo,iPhone|Messaging|Mobile|VoIP,iPhone|Messaging|Mobile|VoIP,failed,,2010-02-01,crunchbase
BABBLER,Email|Media|Public Relations,Email|Media|Public Relations,failed,,2013-01-06,crunchbase
Babelgum,Mobile|Television|Web Development,Mobile|Television|Web Development,failed,,2007-03-01,crunchbase
Backup Circle,Data Security|Flash Storage|Home & Garden|Security|Software|Storage,Data Security|Flash Storage|Home & Garden|Security|Software|Storage,failed,,2012-09-16,crunchbase
Bacterin International Holdings,Biotechnology,Biotechnology,failed,,1998-01-01,crunchbase
Bacula,Open Source,Open Source,failed,,2012-01-01,crunchbase
Badongo.com,File Sharing|Flash Storage|Storage|Web Hosting,File Sharing|Flash Storage|Storage|Web Hosting,failed,,2005-01-01,crunchbase
Bahu,Social Media,Social Media,failed,,2007-07-01,crunchbase
BALALIKEA,Social Media,Social Media,failed,,2013-03-01,crunchbase
Balanced,E-Commerce|Mobile Payments|Payments|Peer-to-Peer,E-Commerce|Mobile Payments|Payments|Peer-to-Peer,failed,,2010-10-11,crunchbase
Balaya,Public Relations,Public Relations,failed,,2007-01-01,crunchbase
BallLogic,Hardware + Software,Hardware + Software,failed,,2007-01-01,crunchbase
Baltic Motors Corporation,Auto|Automotive|Cars,Auto|Automotive|Cars,failed,,1992-01-01,crunchbase
Banderacom,Design|Semiconductors|Startups,Design|Semiconductors|Startups,failed,,,crunchbase
Banian Labs,Apps|Internet|Technology,Apps|Internet|Technology,failed,,2014-06-01,crunchbase
Banister Cityhomes,E-Commerce Platforms|Industrial,E-Commerce Platforms|Industrial,failed,,,crunchbase
Banksnob,Credit Cards|Finance|Financial Services|Personal Finance|Search,Credit Cards|Finance|Financial Services|Personal Finance|Search,failed,,2011-07-29,crunchbase
Banro Corporation,Manufacturing,Manufacturing,failed,,2011-10-01,crunchbase
Baobab Planet,Entertainment|Games|Kids|MMO Games|Parenting|Virtual Worlds|Web Development,Entertainment|Games|Kids|MMO Games|Parenting|Virtual Worlds|Web Development,failed,,2008-01-01,crunchbase
Barspace,iPhone|Location Based Services|Messaging|Mobile|Social Media,iPhone|Location Based Services|Messaging|Mobile|Social Media,failed,,2010-01-01,crunchbase
Bartlett Nuclear,Entertainment Industry,Entertainment Industry,failed,,,crunchbase
Base79,Advertising|Entertainment|Mobile|Music|Sports|Television|Video|Video Streaming,Advertising|Entertainment|Mobile|Music|Sports|Television|Video|Video Streaming,failed,,2007-06-28,crunchbase
BatesHook,Advertising|Social Media Marketing,Advertising|Social Media Marketing,failed,,2009-10-01,crunchbase
BattellePharma,Pharmaceuticals,Pharmaceuticals,failed,,,crunchbase
Battlepro,Games|Online Gaming,Games|Online Gaming,failed,,2012-01-01,crunchbase
Bayshore Networks,Information Technology|Services,Information Technology|Services,failed,,,crunchbase
"Bazaar Corner, Inc.",E-Commerce|Online Shopping|Social Media,E-Commerce|Online Shopping|Social Media,failed,,2012-03-02,crunchbase
Subtextual,Email|Messaging|Twitter Applications,Email|Messaging|Twitter Applications,failed,,2009-09-01,crunchbase
BCM Solutions,Consulting|Mobile|Outsourcing,Consulting|Mobile|Outsourcing,failed,,2009-01-01,crunchbase
Be Spotted,Advertising|Apps,Advertising|Apps,failed,,2008-01-01,crunchbase
BeanStockd,Curated Web,Curated Web,failed,,,crunchbase
Beats Music,Android|Internet|iOS|Music,Android|Internet|iOS|Music,failed,,2013-01-01,crunchbase
Beautini,Beauty|Services|Women,Beauty|Services|Women,failed,,2015-03-02,crunchbase
BeautyNow,Beauty|Lifestyle|Online Reservations,Beauty|Lifestyle|Online Reservations,failed,,2013-01-01,crunchbase
BeautyTicket.com,Curated Web,Curated Web,failed,,2009-01-01,crunchbase
BeCheeky.com,Fashion|Lifestyle|Lingerie,Fashion|Lifestyle|Lingerie,failed,,,crunchbase
Become Media Inc.,SNS|Social Media,SNS|Social Media,failed,,2008-08-30,crunchbase
BeeFirst.in,Advertising|Incentives|Sales and Marketing|Social Media,Advertising|Incentives|Sales and Marketing|Social Media,failed,,2010-10-29,crunchbase
BeeTV,iPad|Reviews and Recommendations|Social Television|Software|Television|Video on Demand,iPad|Reviews and Recommendations|Social Television|Software|Television|Video on Demand,failed,,2007-08-01,crunchbase
Beezag,Advertising|Video,Advertising|Video,failed,,2009-02-01,crunchbase
Begun,Advertising,Advertising,failed,,2002-01-01,crunchbase
Behind the Burner,Cooking|Curated Web|Wine And Spirits,Cooking|Curated Web|Wine And Spirits,failed,,2008-01-01,crunchbase
Beijing Moca World Technology,Games|Video,Games|Video,failed,,2007-01-01,crunchbase
BelieversFund,Android|Apps|Crowdfunding|Finance|FinTech|iPhone|Mobile,Android|Apps|Crowdfunding|Finance|FinTech|iPhone|Mobile,failed,,2011-04-01,crunchbase
BellyMoms Maternity Inc,Distribution|Manufacturing|Women,Distribution|Manufacturing|Women,failed,,2013-03-15,crunchbase
Belsito Media,Public Relations,Public Relations,failed,,,crunchbase
Bemba,Curated Web|File Sharing|Social Bookmarking,Curated Web|File Sharing|Social Bookmarking,failed,,2007-01-01,crunchbase
BeMySpot LTD,Brand Marketing|Internet Marketing|Services,Brand Marketing|Internet Marketing|Services,failed,,2014-10-24,crunchbase
Benitec Ltd,Biotechnology,Biotechnology,failed,,2001-01-01,crunchbase
Bensata,Social Media,Social Media,failed,,2007-01-01,crunchbase
BeRanked,Business Services|Customer Service|Internet Marketing,Business Services|Customer Service|Internet Marketing,failed,,2011-01-01,crunchbase
Bespoke Weddings Ltd,Event Management|Service Industries|Weddings,Event Management|Service Industries|Weddings,failed,,2009-01-01,crunchbase
Bespokify,Fashion|Mass Customization,Fashion|Mass Customization,failed,,2015-07-01,crunchbase
BestBoy Keyboard,Design|Hardware|Mobile,Design|Hardware|Mobile,failed,,2014-04-28,crunchbase
beStylish.com,E-Commerce|Fashion|Shoes,E-Commerce|Fashion|Shoes,failed,,2011-05-10,crunchbase
BetaUsersNow.com,Curated Web|Reviews and Recommendations|Startups,Curated Web|Reviews and Recommendations|Startups,failed,,2011-05-01,crunchbase
betNOW,Curated Web|Gambling,Curated Web|Gambling,failed,,2005-01-01,crunchbase
BetUknow,Public Relations|Sports,Public Relations|Sports,failed,,2007-07-15,crunchbase
Beva.com,Internet|Kids|Music,Internet|Kids|Music,failed,,2011-01-01,crunchbase
Bevalley,Analytics|Business Intelligence|Data Visualization|Social Media|Social Network Media|Software,Analytics|Business Intelligence|Data Visualization|Social Media|Social Network Media|Software,failed,,2010-03-01,crunchbase
Bevvy,Coupons|E-Commerce|Group Buying|Hospitality|Nightclubs,Coupons|E-Commerce|Group Buying|Hospitality|Nightclubs,failed,,2011-01-08,crunchbase
Bevy,Social Media,Social Media,failed,,2007-09-27,crunchbase
Bex,Curated Web,Curated Web,failed,,2011-01-01,crunchbase
Beyond Oblivion,Mobile|Music,Mobile|Music,failed,,,crunchbase
Bid Nerd,Curated Web|Social Network Media,Curated Web|Social Network Media,failed,,2009-07-01,crunchbase
BidKind,Celebrity|Charity|E-Commerce|Lifestyle,Celebrity|Charity|E-Commerce|Lifestyle,failed,,2014-02-01,crunchbase
BidModo,Business Services|Curated Web|Local Businesses|Small and Medium Businesses,Business Services|Curated Web|Local Businesses|Small and Medium Businesses,failed,,2009-07-27,crunchbase
BIDS Trading,Financial Services,Financial Services,failed,,,crunchbase
Big Bear Entertainment,Entertainment|Music|Video,Entertainment|Music|Video,failed,,,crunchbase
Big Live,Chat|Fashion|Music|Social Media|Social Network Media|Television|Video|Video Streaming,Chat|Fashion|Music|Social Media|Social Network Media|Television|Video|Video Streaming,failed,,2008-01-01,crunchbase
BigString,Curated Web|Email|Messaging|Security,Curated Web|Email|Messaging|Security,failed,,2003-10-01,crunchbase
BigDeal,Curated Web,Curated Web,failed,,,crunchbase
BiggerBoat,Advertising,Advertising,failed,,,crunchbase
BigTwist,3D|Cloud Computing|Enterprise Software|Mobile|Presentations,3D|Cloud Computing|Enterprise Software|Mobile|Presentations,failed,,2011-11-08,crunchbase
Bihu.com,Advertising,Advertising,failed,,,crunchbase
Billaway,Enterprise Software,Enterprise Software,failed,,2012-01-01,crunchbase
Billeo Inc.,Financial Services|Payments,Financial Services|Payments,failed,,2006-01-01,crunchbase
Billfish Software,Business Development|Enterprise Software,Business Development|Enterprise Software,failed,,2007-10-15,crunchbase
BillShrink,Curated Web,Curated Web,failed,,2008-01-01,crunchbase
Bilneur,E-Commerce|Online Shopping|Shopping|Social Buying|Trading,E-Commerce|Online Shopping|Shopping|Social Buying|Trading,failed,,2011-06-27,crunchbase
Bio-Medical Research Limited,Health Care|Medical|Medical Devices,Health Care|Medical|Medical Devices,failed,,,crunchbase
BioCellection,Biotechnology,Biotechnology,failed,,,crunchbase
Bioconnect Systems,Biotechnology,Biotechnology,failed,,2006-01-01,crunchbase
BioCritica,Biotechnology,Biotechnology,failed,,,crunchbase
Bioenvision,Biotechnology,Biotechnology,failed,,1996-01-01,crunchbase
Biofisica,Biotechnology,Biotechnology,failed,,2000-01-01,crunchbase
